Count.tree_pollen,Count.grass_pollen,Count.weed_pollen,Risk.tree_pollen,Risk.grass_pollen,Risk.weed_pollen,Species.Others,Species.Grass.Grass / Poaceae,Species.Tree.Oak,Species.Tree.Cypress / Juniper / Cedar,Species.Tree.Mulberry,Species.Tree.Pine,Species.Tree.Elm,Species.Tree.Ash,Species.Tree.Birch,Species.Tree.Maple,Species.Tree.Poplar / Cottonwood,Species.Weed.Ragweed,SpeciesRisk.Oak,SpeciesRisk.Cypress / Juniper / Cedar,SpeciesRisk.Mulberry,SpeciesRisk.Pine,SpeciesRisk.Elm,SpeciesRisk.Ash,SpeciesRisk.Birch,SpeciesRisk.Maple,SpeciesRisk.Poplar / Cottonwood,SpeciesRisk.Grass / Poaceae,SpeciesRisk.Ragweed,lat,lng,time,date,temp,min_temp,max_temp,precip,wind_spd
0,0,20,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,20,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1731196800,2024-11-10,59.36,13.3,18.2,1.5,4.7
0,0,30,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,30,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1731283200,2024-11-11,64.04,13.9,24.4,0.0,2.2
0,0,20,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,20,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1731369600,2024-11-12,64.04,11.1,24.4,0.0,2.8
0,0,8,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,8,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1731456000,2024-11-13,58.459999999999994,11.1,18.3,1.5,6.3
0,0,8,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,8,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1731542400,2024-11-14,53.24,10.0,13.3,16.3,3.9
0,0,0,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1731628800,2024-11-15,55.22,8.9,18.9,0.0,4.6
0,0,9,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,9,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1731715200,2024-11-16,56.66,7.2,21.7,0.0,1.3
0,0,5,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,5,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1731801600,2024-11-17,59.18,8.3,21.7,0.0,1.5
0,0,11,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,11,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1731888000,2024-11-18,62.42,10.6,23.3,0.0,2.6
0,0,5,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,5,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1731974400,2024-11-19,61.519999999999996,15.0,17.8,33.5,3.7
0,0,11,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,11,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1732060800,2024-11-20,63.32,8.9,22.8,16.0,5.2
0,0,9,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,9,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1732147200,2024-11-21,49.1,5.0,15.6,0.0,6.4
0,0,2,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,2,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1732233600,2024-11-22,44.96,3.9,11.7,0.0,5.9
0,0,9,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,9,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1732320000,2024-11-23,47.48,3.3,15.6,0.0,4.3
0,0,6,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,6,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1732406400,2024-11-24,52.7,4.4,19.4,0.0,2.6
0,0,18,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,18,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1732492800,2024-11-25,59.18,8.0,21.7,0.0,3.1
0,0,40,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,40,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1732579200,2024-11-26,58.28,7.8,17.2,8.3,4.2
0,0,25,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,25,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1732665600,2024-11-27,53.06,6.1,17.8,0.0,2.2
0,0,8,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,8,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1732752000,2024-11-28,57.74,6.1,19.0,3.8,6.1
0,0,1,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,1,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1732838400,2024-11-29,42.8,2.2,10.6,0.0,5.4
0,0,8,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,8,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1732924800,2024-11-30,39.2,-0.6,10.0,0.0,3.6
0,0,7,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,7,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1733011200,2024-12-01,42.8,0.0,12.8,0.0,3.0
0,0,0,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1733097600,2024-12-02,40.64,0.0,10.6,0.0,3.9
4,0,6,Low,Low,Low,4,0,0,0,0,0,0,0,0,0,0,6,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1733184000,2024-12-03,36.5,-0.6,6.7,0.0,4.0
2,0,2,Low,Low,Low,2,0,0,0,0,0,0,0,0,0,0,2,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1733270400,2024-12-04,41.18,-2.8,11.7,0.0,2.9
19,0,7,Low,Low,Low,19,0,0,0,0,0,0,0,0,0,0,7,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1733356800,2024-12-05,48.02,-0.6,14.4,0.0,6.8
5,0,0,Low,Low,Low,3,0,0,2,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1733443200,2024-12-06,33.44,-4.4,7.2,0.0,4.2
3,0,0,Low,Low,Low,3,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1733529600,2024-12-07,42.44,-1.1,14.4,0.0,2.7
7,0,0,Low,Low,Low,3,0,0,4,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1733616000,2024-12-08,49.46,3.3,16.1,0.5,2.1
38,0,0,Low,Low,Low,29,0,0,9,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1733702400,2024-12-09,56.84,9.0,18.0,17.5,2.9
6,0,0,Low,Low,Low,2,0,0,4,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1733788800,2024-12-10,64.75999999999999,17.8,20.0,26.3,3.5
2,0,0,Low,Low,Low,1,0,0,1,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1733875200,2024-12-11,49.1,3.3,17.6,18.3,6.4
6,0,0,Low,Low,Low,6,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1733961600,2024-12-12,42.08,0.6,11.7,0.0,3.1
10,0,0,Low,Low,Low,1,0,0,9,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1734048000,2024-12-13,48.02,3.3,13.9,0.0,2.6
9,0,0,Low,Low,Low,9,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1734134400,2024-12-14,51.44,6.1,15.0,0.0,5.6
13,0,0,Low,Low,Low,0,0,0,13,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1734220800,2024-12-15,45.5,6.1,10.8,1.3,4.9
2,0,0,Low,Low,Low,2,0,0,0,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1734307200,2024-12-16,53.78,7.2,18.9,0.0,2.5
27,0,0,Low,Low,Low,0,0,0,27,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1734393600,2024-12-17,60.62,10.0,22.8,0.0,2.5
11,0,0,Low,Low,Low,0,0,0,11,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1734480000,2024-12-18,59.9,11.7,22.2,0.3,2.5
51,0,0,Low,Low,Low,26,0,0,25,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1734566400,2024-12-19,50.72,5.6,14.4,0.0,4.2
15,0,0,Low,Low,Low,0,0,0,15,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1734652800,2024-12-20,44.06,2.2,15.0,0.0,6.3
17,0,0,Low,Low,Low,15,0,0,2,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1734739200,2024-12-21,38.12,0.0,8.3,0.0,5.0
7,0,0,Low,Low,Low,0,0,0,7,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1734825600,2024-12-22,38.660000000000004,-1.1,8.9,0.0,2.9
59,0,0,Low,Low,Low,25,0,0,34,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1734912000,2024-12-23,39.02,-0.6,9.4,0.0,3.9
31,0,0,Low,Low,Low,0,0,0,31,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1734998400,2024-12-24,45.14,0.6,15.0,0.0,2.3
12,0,0,Low,Low,Low,0,0,0,12,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1735084800,2024-12-25,47.48,3.3,15.0,0.0,3.3
28,0,0,Low,Low,Low,21,0,0,7,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1735171200,2024-12-26,46.58,6.7,10.6,0.3,4.9
14,0,0,Low,Low,Low,0,0,0,14,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1735257600,2024-12-27,46.4,6.1,10.0,8.5,5.4
12,0,0,Low,Low,Low,11,0,0,1,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1735344000,2024-12-28,49.82,8.3,12.8,11.5,4.0
36,0,0,Low,Low,Low,0,0,0,36,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1735430400,2024-12-29,58.82,10.0,18.3,26.3,5.0
15,0,0,Low,Low,Low,13,0,0,2,0,0,0,0,0,0,0,0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1735516800,2024-12-30,54.5,7.8,18.9,0.0,2.6
